"symbol","date","open","high","low","close","volume","adjusted"
"^NDX",1990-07-18,241.524994,241.524994,237.324997,238.220001,317980000,238.220001
"^NDX",1990-07-19,238.220001,238.220001,233.139999,236.399994,365120000,236.399994
"^NDX",1990-07-20,236.399994,237.820007,232.134995,232.440002,349160000,232.440002
"^NDX",1990-07-23,232.440002,232.440002,224.365005,227.380005,337760000,227.380005
"^NDX",1990-07-24,227.380005,229.270004,222.039993,226.485001,321000000,226.485001
"^NDX",1990-07-25,226.485001,229.634995,226.485001,228.764999,283200000,228.764999
"^NDX",1990-07-26,228.764999,229.074997,226.104996,227.199997,272120000,227.199997
"^NDX",1990-07-27,227.199997,227.199997,224.975006,225.634995,243600000,225.634995
"^NDX",1990-07-30,225.634995,225.634995,221.360001,223.919998,240880000,223.919998
"^NDX",1990-07-31,223.919998,224.860001,221.929993,223.384995,270300000,223.384995
"^NDX",1990-08-01,223.384995,224.625,221.654999,223.115005,257960000,223.115005
"^NDX",1990-08-02,223.095001,223.095001,217.179993,218.970001,293080000,218.970001
"^NDX",1990-08-03,218.970001,218.970001,204.615005,212.604996,406340000,212.604996
"^NDX",1990-08-06,212.604996,212.604996,200.865005,201.455002,349620000,201.455002
"^NDX",1990-08-07,201.455002,206.544998,201.455002,202.654999,330940000,202.654999
"^NDX",1990-08-08,202.654999,206.029999,202.654999,205.580002,289700000,205.580002
"^NDX",1990-08-09,205.580002,209.875,205.580002,209.125,259860000,209.125
"^NDX",1990-08-10,209.125,209.460007,204.554993,206.229996,224060000,206.229996
"^NDX",1990-08-13,206.229996,207.880005,203.205002,207.419998,175280000,207.419998
"^NDX",1990-08-14,207.419998,209.339996,206.824997,208.294998,214980000,208.294998
"^NDX",1990-08-15,208.294998,210.869995,207.979996,208.464996,210480000,208.464996
"^NDX",1990-08-16,208.464996,208.464996,202.179993,202.190002,229800000,202.190002
"^NDX",1990-08-17,202.190002,202.190002,194.029999,196.845001,293900000,196.845001
"^NDX",1990-08-20,196.845001,197.929993,192.699997,193.100006,230940000,193.100006
"^NDX",1990-08-21,193.100006,193.100006,184.110001,188.255005,332980000,188.255005
"^NDX",1990-08-22,188.255005,191.335007,184.994995,185.014999,292200000,185.014999
"^NDX",1990-08-23,185.014999,185.014999,177.054993,178.294998,405520000,178.294998
"^NDX",1990-08-24,178.294998,185.054993,178.294998,184.964996,322160000,184.964996
"^NDX",1990-08-27,184.964996,194.880005,184.964996,193.975006,258800000,193.975006
"^NDX",1990-08-28,193.975006,195.985001,193.035004,194.904999,235600000,194.904999
"^NDX",1990-08-29,194.904999,194.904999,192.225006,192.904999,236140000,192.904999
"^NDX",1990-08-30,192.904999,194.195007,190.570007,190.725006,212600000,190.725006
"^NDX",1990-08-31,190.725006,193.699997,189.300003,193.615005,159700000,193.615005
"^NDX",1990-09-04,193.615005,194.865005,191.320007,194.744995,156280000,194.744995
"^NDX",1990-09-05,194.744995,195.875,193.259995,193.815002,178100000,193.815002
"^NDX",1990-09-06,193.815002,193.815002,189.565002,190.669998,197460000,190.669998
"^NDX",1990-09-07,190.669998,192.509995,188.259995,191.800003,206320000,191.800003
"^NDX",1990-09-10,191.800003,195.869995,191.800003,192.649994,192520000,192.649994
"^NDX",1990-09-11,192.649994,192.839996,189.535004,190.964996,200140000,190.964996
"^NDX",1990-09-12,190.964996,192.774994,190.059998,192.354996,196940000,192.354996
"^NDX",1990-09-13,192.354996,193.729996,189.169998,189.720001,211300000,189.720001
"^NDX",1990-09-14,189.720001,189.794998,187.514999,189.520004,206980000,189.520004
"^NDX",1990-09-17,189.520004,190.414993,187.955002,189.604996,188040000,189.604996
"^NDX",1990-09-18,189.604996,189.604996,186.75,189.429993,230140000,189.429993
"^NDX",1990-09-19,189.429993,190.904999,188.490005,188.774994,241740000,188.774994
"^NDX",1990-09-20,188.774994,188.774994,183.675003,183.979996,215840000,183.979996
"^NDX",1990-09-21,183.979996,184.865005,181.399994,183.199997,248480000,183.199997
"^NDX",1990-09-24,183.199997,183.199997,176.274994,177.604996,229660000,177.604996
"^NDX",1990-09-25,177.604996,180.720001,177.399994,180.710007,219860000,180.710007
"^NDX",1990-09-26,180.710007,180.940002,177.585007,179.455002,237420000,179.455002
"^NDX",1990-09-27,179.455002,181.634995,173.054993,174.190002,306560000,174.190002
"^NDX",1990-09-28,174.190002,177.085007,169.324997,177.054993,315020000,177.054993
"^NDX",1990-10-01,177.054993,184.945007,177.054993,184.735001,248760000,184.735001
"^NDX",1990-10-02,184.744995,189.054993,184.744995,184.919998,271620000,184.919998
"^NDX",1990-10-03,184.919998,184.919998,180.035004,180.505005,212060000,180.505005
"^NDX",1990-10-04,180.505005,180.625,177.904999,179.494995,209980000,179.494995
"^NDX",1990-10-05,179.494995,180.675003,174.634995,178.365005,219280000,178.365005
"^NDX",1990-10-08,178.365005,180.789993,178.365005,179.565002,149820000,179.565002
"^NDX",1990-10-09,179.565002,179.565002,173.050003,173.625,219160000,173.625
"^NDX",1990-10-10,173.625,173.625,169.199997,169.464996,242080000,169.464996
"^NDX",1990-10-11,169.464996,170.304993,163.604996,165.195007,281700000,165.195007
"^NDX",1990-10-12,165.195007,167.639999,162.550003,166.714996,264660000,166.714996
"^NDX",1990-10-15,166.714996,169.539993,165.130005,169.350006,208440000,169.350006
"^NDX",1990-10-16,169.350006,169.740005,164.964996,165.490005,234260000,165.490005
"^NDX",1990-10-17,165.490005,168.475006,164.214996,167.270004,243560000,167.270004
"^NDX",1990-10-18,167.270004,172.580002,167.220001,172.380005,278580000,172.380005
"^NDX",1990-10-19,172.380005,176.195007,172.380005,174.619995,318220000,174.619995
"^NDX",1990-10-22,174.619995,179.610001,173.764999,178.565002,229340000,178.565002
"^NDX",1990-10-23,178.565002,180.130005,177.350006,178.399994,240160000,178.399994
"^NDX",1990-10-24,178.399994,178.610001,176.125,178.470001,253460000,178.470001
"^NDX",1990-10-25,178.470001,179.589996,175.634995,177.339996,208780000,177.339996
"^NDX",1990-10-26,177.339996,177.339996,173.949997,174.210007,203000000,174.210007
"^NDX",1990-10-29,174.210007,175.175003,171.175003,171.755005,184460000,171.755005
"^NDX",1990-10-30,171.755005,173.169998,169.785004,172.994995,218020000,172.994995
"^NDX",1990-10-31,172.994995,174.554993,171.949997,172.554993,237560000,172.554993
"^NDX",1990-11-01,172.554993,173.225006,170.880005,172.884995,215900000,172.884995
"^NDX",1990-11-02,172.884995,177.175003,172.684998,176.865005,225300000,176.865005
"^NDX",1990-11-05,176.865005,180.695007,176.865005,180.460007,198000000,180.460007
"^NDX",1990-11-06,180.460007,182.580002,179.800003,180.259995,221460000,180.259995
"^NDX",1990-11-07,180.259995,180.259995,176.610001,177.080002,219600000,177.080002
"^NDX",1990-11-08,177.080002,179.139999,176.195007,177.705002,213820000,177.705002
"^NDX",1990-11-09,177.705002,182.240005,177.705002,182.240005,226700000,182.240005
"^NDX",1990-11-12,182.240005,188.875,182.240005,188.669998,238600000,188.669998
"^NDX",1990-11-13,188.669998,190.845001,187.794998,189.875,246740000,189.875
"^NDX",1990-11-14,189.875,192.669998,189.134995,192.449997,261620000,192.449997
"^NDX",1990-11-15,192.449997,192.449997,188.625,189.550003,235940000,189.550003
"^NDX",1990-11-16,189.550003,189.550003,183.160004,184.960007,263940000,184.960007
"^NDX",1990-11-19,184.960007,187.494995,184.960007,187.039993,216520000,187.039993
"^NDX",1990-11-20,187.039993,187.544998,183.070007,183.315002,253360000,183.315002
"^NDX",1990-11-21,183.315002,184.199997,182.360001,183.934998,233340000,183.934998
"^NDX",1990-11-23,183.934998,185.255005,183.865005,184.279999,138840000,184.279999
"^NDX",1990-11-26,184.279999,185.214996,181.800003,185.119995,169460000,185.119995
"^NDX",1990-11-27,185.119995,189.350006,185.119995,189.175003,229200000,189.175003
"^NDX",1990-11-28,189.175003,191.675003,189.175003,189.695007,257180000,189.695007
"^NDX",1990-11-29,189.695007,191.164993,188.300003,191.110001,228380000,191.110001
"^NDX",1990-11-30,191.110001,193.054993,188.990005,192.580002,262560000,192.580002
"^NDX",1990-12-03,192.654999,195.455002,192.654999,194.524994,247620000,194.524994
"^NDX",1990-12-04,194.524994,195.779999,192.964996,195.604996,249700000,195.604996
"^NDX",1990-12-05,195.604996,199.330002,194.895004,199.024994,296160000,199.024994
"^NDX",1990-12-06,199.024994,203.485001,198.414993,199.485001,378880000,199.485001
"^NDX",1990-12-07,199.485001,199.714996,197.074997,199.345001,249160000,199.345001
"^NDX",1990-12-10,199.345001,199.705002,197.75,199.440002,222500000,199.440002
"^NDX",1990-12-11,199.440002,199.440002,196.190002,196.554993,257400000,196.554993
"^NDX",1990-12-12,196.554993,198.024994,194.990005,198.024994,244600000,198.024994
"^NDX",1990-12-13,198.024994,198.585007,197.014999,198.029999,244040000,198.029999
"^NDX",1990-12-14,198.029999,198.044998,194.720001,196.134995,239000000,196.134995
"^NDX",1990-12-17,196.134995,196.134995,193.375,195.054993,223740000,195.054993
"^NDX",1990-12-18,195.054993,199.464996,195.054993,199.240005,263960000,199.240005
"^NDX",1990-12-19,199.264999,200.785004,198.929993,200.414993,292420000,200.414993
"^NDX",1990-12-20,200.414993,202.195007,197.740005,201.514999,334800000,201.514999
"^NDX",1990-12-21,201.514999,203.014999,200.884995,202.755005,295220000,202.755005
"^NDX",1990-12-24,202.755005,202.755005,200.684998,201.220001,88420000,201.220001
"^NDX",1990-12-26,201.220001,202.259995,200.119995,200.570007,144740000,200.570007
"^NDX",1990-12-27,200.570007,201.169998,198.615005,199.160004,205440000,199.160004
"^NDX",1990-12-28,199.160004,199.580002,198.035004,199.419998,264660000,199.419998
"^NDX",1990-12-31,199.419998,200.529999,198.384995,200.529999,257740000,200.529999
"^NDX",1991-01-02,200.529999,200.800003,199.039993,199.764999,184040000,199.764999
"^NDX",1991-01-03,199.764999,199.800003,196.160004,196.395004,216780000,196.395004
"^NDX",1991-01-04,196.395004,198.074997,195.669998,196.824997,207660000,196.824997
"^NDX",1991-01-07,196.824997,196.824997,192.214996,192.350006,218920000,192.350006
"^NDX",1991-01-08,192.350006,193.154999,190.895004,192.089996,223460000,192.089996
"^NDX",1991-01-09,192.089996,197.434998,191.164993,191.684998,291560000,191.684998
"^NDX",1991-01-10,191.684998,196.345001,191.684998,196.080002,220280000,196.080002
"^NDX",1991-01-11,196.080002,196.414993,194.580002,196.195007,215300000,196.195007
"^NDX",1991-01-14,196.195007,196.195007,191.550003,193.770004,203620000,193.770004
"^NDX",1991-01-15,193.770004,195.574997,192.710007,195.335007,205140000,195.335007
"^NDX",1991-01-16,195.335007,203.065002,195.335007,202.955002,244320000,202.955002
"^NDX",1991-01-17,202.955002,213.714996,202.955002,209.259995,424700000,209.259995
"^NDX",1991-01-18,209.259995,211.625,205.610001,211.494995,277320000,211.494995
"^NDX",1991-01-21,211.494995,214.820007,208.975006,214.365005,193920000,214.365005
"^NDX",1991-01-22,214.365005,214.860001,211.554993,211.975006,262360000,211.975006
"^NDX",1991-01-23,211.975006,216.110001,210.740005,215.830002,267680000,215.830002
"^NDX",1991-01-24,215.830002,220.639999,215.830002,219.785004,353120000,219.785004
"^NDX",1991-01-25,219.785004,222.080002,218.994995,221.014999,317580000,221.014999
"^NDX",1991-01-28,221.014999,223.494995,220.035004,222.240005,257000000,222.240005
"^NDX",1991-01-29,222.240005,224.565002,221.035004,224.470001,304120000,224.470001
"^NDX",1991-01-30,224.470001,229.289993,223.675003,229.274994,405320000,229.274994
"^NDX",1991-01-31,229.274994,232.675003,228.755005,232.425003,354520000,232.425003
"^NDX",1991-02-01,232.425003,236.014999,231.274994,234.449997,336440000,234.449997
"^NDX",1991-02-04,234.449997,237.395004,233.130005,236.869995,371880000,236.869995
"^NDX",1991-02-05,236.869995,241.729996,236.289993,241.565002,417020000,241.565002
"^NDX",1991-02-06,241.565002,247.494995,240.304993,247.054993,439180000,247.054993
"^NDX",1991-02-07,247.054993,249.294998,241.585007,243.425003,491200000,243.425003
"^NDX",1991-02-08,243.425003,245.115005,241.539993,244.475006,336380000,244.475006
"^NDX",1991-02-11,244.475006,249.539993,244.475006,249.304993,369680000,249.304993
"^NDX",1991-02-12,249.304993,250.455002,247.5,248.199997,401480000,248.199997
"^NDX",1991-02-13,248.199997,250.375,246.574997,250.335007,353160000,250.335007
"^NDX",1991-02-14,250.335007,251.714996,244.464996,245.589996,383340000,245.589996
"^NDX",1991-02-15,245.589996,249.244995,245.585007,248.335007,310060000,248.335007
"^NDX",1991-02-19,248.335007,251.065002,247.535004,250.815002,265780000,250.815002
"^NDX",1991-02-20,250.044998,250.044998,247.294998,247.759995,284480000,247.759995
"^NDX",1991-02-21,247.759995,249.179993,246.649994,246.854996,285620000,246.854996
"^NDX",1991-02-22,246.854996,252.850006,246.714996,248.634995,354020000,248.634995
"^NDX",1991-02-25,248.634995,252.535004,248.404999,250.039993,298520000,250.039993
"^NDX",1991-02-26,250.039993,250.039993,246.380005,247.804993,260920000,247.804993
"^NDX",1991-02-27,247.804993,250.059998,246.675003,249.714996,323840000,249.714996
"^NDX",1991-02-28,249.714996,251.345001,248.119995,250.115005,342920000,250.115005
"^NDX",1991-03-01,250.115005,252.869995,247.794998,252.389999,321060000,252.389999
"^NDX",1991-03-04,252.389999,253.929993,251.214996,253.380005,299580000,253.380005
"^NDX",1991-03-05,253.380005,262.980011,253.380005,262.179993,449760000,262.179993
"^NDX",1991-03-06,262.184998,267.38501,262.184998,263.149994,566160000,263.149994
"^NDX",1991-03-07,263.149994,265.445007,261.494995,264.565002,383780000,264.565002
"^NDX",1991-03-08,264.565002,267.459991,262.804993,262.859985,375820000,262.859985
"^NDX",1991-03-11,262.859985,262.859985,254.75,255.179993,322500000,255.179993
"^NDX",1991-03-12,255.179993,255.179993,250.315002,250.669998,325020000,250.669998
"^NDX",1991-03-13,250.669998,257.339996,250.669998,257.070007,325900000,257.070007
"^NDX",1991-03-14,257.070007,260.190002,254.604996,255.794998,398820000,255.794998
"^NDX",1991-03-15,255.794998,256.654999,252.565002,254.630005,315440000,254.630005
"^NDX",1991-03-18,254.630005,256.945007,252.839996,255.625,276580000,255.625
"^NDX",1991-03-19,255.625,255.625,249.699997,253.850006,298680000,253.850006
"^NDX",1991-03-20,253.850006,256.350006,252.979996,256.089996,322880000,256.089996
"^NDX",1991-03-21,256.089996,258.519989,252.035004,252.970001,413840000,252.970001
"^NDX",1991-03-22,252.970001,253.565002,251.309998,252.270004,336160000,252.270004
"^NDX",1991-03-25,252.270004,256.899994,252.229996,255.774994,297140000,255.774994
"^NDX",1991-03-26,255.774994,264.834991,255.774994,264.670013,383940000,264.670013
"^NDX",1991-03-27,264.670013,267.929993,264.665009,266.554993,388760000,266.554993
"^NDX",1991-03-28,266.554993,267.540009,264.850006,264.904999,368600000,264.904999
"^NDX",1991-04-01,264.904999,265.095001,262.730011,264.595001,252380000,264.595001
"^NDX",1991-04-02,264.595001,273.88501,264.595001,273.850006,399260000,273.850006
"^NDX",1991-04-03,273.850006,277.01001,273.850006,275.149994,459620000,275.149994
"^NDX",1991-04-04,275.149994,279.63501,274.279999,277.285004,432220000,277.285004
"^NDX",1991-04-05,277.285004,278.924988,273.899994,275.440002,400520000,275.440002
"^NDX",1991-04-08,275.440002,276.005005,273.964996,275.654999,297860000,275.654999
"^NDX",1991-04-09,275.654999,277.459991,272.420013,272.934998,340940000,272.934998
"^NDX",1991-04-10,272.934998,274.630005,269.505005,271.065002,345400000,271.065002
"^NDX",1991-04-11,271.065002,278.834991,271.065002,278.450012,395820000,278.450012
"^NDX",1991-04-12,278.450012,280.26001,275.859985,279.204987,371700000,279.204987
"^NDX",1991-04-15,279.204987,279.204987,274.63501,278.290009,335600000,278.290009
"^NDX",1991-04-16,278.290009,282.225006,277.565002,282.029999,446900000,282.029999
"^NDX",1991-04-17,282.029999,286.049988,282.029999,283.38501,535120000,283.38501
"^NDX",1991-04-18,283.38501,283.429993,277.734985,277.779999,511060000,277.779999
"^NDX",1991-04-19,277.779999,277.779999,273.355011,274.005005,436020000,274.005005
"^NDX",1991-04-22,274.005005,274.005005,268.904999,271.325012,306880000,271.325012
"^NDX",1991-04-23,271.325012,274.619995,270.549988,272.144989,323100000,272.144989
"^NDX",1991-04-24,272.144989,275.195007,271.755005,274.535004,316460000,274.535004
"^NDX",1991-04-25,274.535004,275.049988,271.769989,271.964996,339160000,271.964996
